TICKER,PERMNO
BOST,18834
QSYS,79205
LCLD,48363
NTLB,56507
ALCD,11624
PEC,58763
VBAN,79840
WVTK,81745
MOGN,54798
SHLO,79307
GFI,67037
CUL,64207
MDTC,11037
TGL,75247
ZE,18067
ENER,32636
AHPI,77259
SVGI,70632
IMPX,11401
QUAD,64902
HCO,79272
SYNE,74019
ANCR,80505
FSB,46084
MKTY,52231
SPCO,91871
ELS,60927
SYI,74123
PMRX,77189
STRB,10830
REXN,66801
BKY,29663
LIO,24731
MDW,53939
EA,38543
JWP,46288
TUNE,76535
TEI,54682
CODL,11773
OHC,65015
NAV,12503
SBEI,68145
IECE,78892
AGAM,79675
ENCC,87573
IEHC,33136
TIG,79137
VIN,50593
CXC,61612
NSCC,76200
DNKY,79257
USO,46324
MENT,52813
LA,10434
BSBC,10809
APAT,10547
BSBL,11651
INX,51211
CSCC,81281
COW,66341
GSNX,80332
CCM,56303
PKA,10446
AQS,10455
CTA,60388
MSL,59782
RSTO,67620
RIE,75091
FILM,79147
INMC,10768
SCIO,20678
TIII,62420
SEHI,79008
AINN,79148
CCEE,77915
WALK,77442
CNR,60425
DILO,29971
FCH,68435
DDC,79751
BTRE,76618
AWCSA,10496
UTLC,77869
IVCO,80376
TRCR,75930
AUTO,10281
JGIN,12040
ADO,59846
AM,18980
CCAR,75651
PRMA,79297
LUCK,79606
CHOL,86482
ARG,61719
WSL,49840
UVR,54957
CTCO,27749
SCZ,75481
DAWK,79958
RR,69673
QFAB,79860
ABTI,77988
SAU,77002
DHTI,75548
RENT,10853
BSN,75700
BRKS,81241
PDLI,77292
GEO,64741
GHO,67555
DODV,76281
ORPH,81002
VMI,11453
BMED,75801
COOL,27124
EX,79780
NAN,65373
WJI,59168
SCRI,76194
MON,68056
RSGI,67062
AAV,17278
OPTO,59839
RSND,79002
NRD,66288
PGA,51326
CLR,86765
GENE,24548
BAR,76247
BDW,43780
CTH,12138
MGN,90289
STAT,77356
CVTI,80969
INTXA,80636
WBAT,93113
KLU,76758
EEE,63140
EGGS,11964
BAS,61292
TBIT,76141
ITB,67619
VNTX,77277
GACC,50403
USHG,77443
TWP,75192
BTRL,18220
AHOM,77098
DYPR,80324
WTEL,81454
KENT,62084
BERT,76718
KRYS,77601
TONE,59620
RAM,76780
MBE,79831
ATOG,10361
NDI,47204
ABTC,79245
EVTC,78146
BIOI,74580
GRE,39781
VLNC,77582
BSPT,77508
GES,40168
RAXR,65227
MTOR,62595
APCI,14614
AMKG,14083
IMG,44821
VIDI,76972
PDSF,80562
MATR,76110
DLNK,80235
PTB,78860
BAMM,78050
NMRX,82541
GIES,66705
AUR,64717
TRPS,80579
GTA,66579
CARN,15991
MTL,51270
KCLC,12041
URIX,75672
CREB,22585
STAA,72304
LPT,61380
STUA,17989
MATX,77291
HRT,76544
KTEC,79399
RVCC,66070
SFOK,71213
RLLY,75833
SBN,77055
SNRS,75760
COB,12149
USTX,76458
PRCY,75859
ISPC,11424
HATH,41188
ROSS,76627
CMIN,81475
AMXI,12230
FAMS,38173
CHS,69809
FRB,59109
CFK,65891
THOR,76100
AQP,79766
MCT,46121
TRUK,19693
JTS,70375
GDC,62607
PCNI,77112
OLGC,78836
LECH,75655
MAJR,51079
BPCO,10504
SPCT,80843
AHI,79591
MSY,62017
RENO,79028
NBIC,58150
SLV,60345
HAUS,76362
DOSE,10406
OXIS,29744
WEB,80290
SHOW,11459
ISCO,79704
CMP,25583
TSA,81064
PMSV,76132
AVAK,16011
PTX,79053
LTV,79335
SSH,17814
ITEQ,76543
CNX,10765
CRAY,75869
ALTS,36311
TRID,78208
UGNE,11601
CLCP,11727
M,59950
DLOG,30227
GWH,52935
CHAI,77913
MSEL,12260
VLID,80005
GND,77028
BSTC,77208
KESI,79601
SYGR,79407
OPTS,77384
PER,62973
VCTR,90852
SCLN,77413
CRTQ,78846
MRBL,10610
NUMS,58801
BUKS,20002
BTJ,18650
NEB,16695
TSP,64813
CVGT,27036
ANI,46659
CMAG,78023
VISN,79023
TCOR,74625
AGLF,78760
CPTH,20320
VH,76615
DMP,31288
MMR,80557
TIGR,11233
ELJ,75479
LIFC,77362
GNV,76116
AAC,77297
OMX,81063
ALLP,60090
SUL,73294
PHX,76011
SALD,78198
PFSB,91011
AIIC,13187
TRNZ,76206
IMNR,76166
TMAN,77657
MTRM,90254
UFF,75102
OPP,66675
PRIM,76580
INTS,76096
UPAC,76450
TWI,55167
OPC,31878
ALBN,11870
IRE,55853
ECTL,10863
STMX,76782
ENST,47750
ILX,11881
ATEC,78868
SEEQ,69885
PNET,11554
DASW,28696
MFCO,53656
MCR,61786
ISIG,76934
ARXX,62500
CAP,61102
NMPC,76407
CWLD,86610
NVUE,76964
PMCP,10303
GATE,84153
AHTS,10063
MEQ,53444
EAD,31579
CCF,41152
FTTR,10222
ENBC,78965
NBE,58528
SUW,36994
PAGZ,17911
FOFF,70421
CLD,76607
PHAR,62472
OSIP,10143
NTRX,77919
PETM,79411
MDCD,78998
TYGR,37357
TOW,62455
FBT,59272
TRCD,79016
ANDR,14286
PTL,57728
ECTH,31983
ABTE,80220
FOT,60070
GOI,41304
DNAP,28231
IMUL,76662
EGLE,75659
LSP,33769
NOVX,58465
AJ,61276
WAVT,80855
SDL,61655
NEXT,75835
ACIX,12619
JQH,81060
GEOX,10557
ASFT,76842
CAVR,86431
HFL,65955
ICST,76704
ICA,27000
VSTR,10820
WLS,77074
TIE,61866
WELL,79533
HALL,51976
CRH,75318
IMCI,79595
EMIS,75696
OREX,81001
GBFE,10178
XOMA,10333
CROP,11212
ATW,71239
NKOT,77969
VVUS,80485
THDO,79197
GOTK,75710
NETM,79612
DUSA,77289
MSTI,52506
BYC,66560
WIX,68195
QUAN,64988
CEGE,78815
DICN,29875
IDYN,77266
BTIX,75645
UHCI,77932
NUME,52928
IMSI,79981
CHKR,77095
ASPX,79152
PBIO,77632
IKOS,76231
IMMU,43757
TANK,76705
KUAL,26834
ASTX,79798
CECE,11499
VRTL,77169
DIYH,79160
DBG,77588
EISI,77774
PORT,21304
CHMX,23019
CVAS,77294
ALI,63386
MCRO,53461
FINX,34973
CHEM,75627
INFN,44170
CITA,78022
ABC,67969
PSTA,80023
RDRT,77039
ICGX,77483
BNT,10574
ALRC,80503
AMTA,14059
DAM,57701
GTN,75675
VIEW,77185
ALDA,79247
BHWK,79153
NS,79062
GX,62615
EFCX,80237
GNLB,76699
MENJ,77269
BNYN,77837
SUDS,92137
STLC,53509
MJR,67336
GFC,28409
CPA,76637
LSCP,75866
ESAF,79100
RSPN,78029
MAXI,51992
AURA,12122
CLST,79950
SECX,10772
NHSB,57323
CYGN,76910
ARIA,80918
CYBR,77931
ROU,80404
AG,18817
FSCX,11477
SVB,47191
MCTL,86319
BYX,75328
AAC,64151
MPN,77312
BJCT,78219
LSVI,76739
NCDI,77663
CBR,68363
III,57015
BRZS,75913
CUS,62527
MSCO,51845
AFAM,75526
EECN,75055
DVLG,76106
ALGO,11763
DKAI,37859
SEQP,73729
CGM,81288
JNS,78937
NEOP,78066
DMED,79480
ADIE,85650
OAKT,81265
SUBS,74561
DAZY,28346
TOPS,77843
LGND,78081
STMI,77440
NVF,22605
LFAY,70113
ZMBA,80028
BQC,45233
PLPT,76080
CEPH,76625
TGEN,80577
SNTV,76738
TCSI,76740
BLI,19976
USHO,76688
FLFE,36944
CORR,76716
GROS,10879
JC,77064
MRNR,79290
TXA,64370
MOSX,76199
SEI,63327
NLI,67694
ADAX,80302
ECSC,77321
CPSS,78018
STA,79130
WAL,76150
ABAG,80497
NIIS,75800
MOVI,80831
USDL,81015
AMSC,77175
DAVL,79685
GGNS,12174
MATH,78894
ESMC,77892
ICF,75899
VTEL,77505
AH,10153
EEX,67491
ONHN,79706
SKYC,80036
DIPL,79818
MFIC,18308
SMTL,81275
CRNR,23377
LINK,79280
NMIC,56531
CSMO,27407
AIPN,10963
BBTK,79371
ALKS,76736
SOL,81290
GWRX,80631
FHC,76461
ZAP,66173
DBIO,28434
ITG,63482
KFI,76462
HIGH,88701
CYTO,10383
CALC,75435
ARIS,77082
DGC,57883
AVC,80587
NBI,63693
SOMA,10328
SPMT,77978
HDS,79783
EVY,17435
NATW,77602
MVL,81293
BGO,43684
NOW,69526
RMTK,65622
PZM,79540
ELGT,10155
ASB,85447
WWTK,12284
LDBC,48208
CBCX,20918
ALTN,77086
IHHI,12195
UNMG,80853
IHS,76626
OEN,72389
JUST,77968
FLP,63589
CFON,80803
CYT,23924
BKI,57488
DHSM,79256
VSIN,77363
ANRG,77020
TSST,76916
MAGN,77171
COSCA,77410
WWE,61479
INPT,79577
NERX,12063
TRUV,76169
GCA,40192
FSTW,78959
VERD,76430
PAUH,79105
CTR,58165
VCIC,80119
BDT,78074
DBCI,68946
CVM,44813
GZTC,79390
IGR,80609
IPIC,76374
GZTR,81154
ASNT,79940
DEXT,77865
CORX,75962
IWSI,76170
MAW,76173
EVRX,11549
TXB,81066
STRS,10077
EXCA,33690
FLSC,81081
TOWR,79875
FEET,80327
BPIE,76893
PMTI,78193
CMX,81262
TRND,80667
SBUF,11868
FLWR,78150
SHG,79438
PACK,77390
SVRI,70675
JSI,77899
HVDC,80265
CNTR,78890
PRIA,64048
WAVO,81018
PFG,78041
QDEK,76698
PARS,62552
AXC,77781
SRGN,77497
BSMT,76651
OPEN,76683
GMGC,81248
ARCI,77202
GIT,75397
ZENT,84100
VEN,76498
LBN,56506
IWRK,79707
TESI,10987
MABXA,76295
PHA,93236
AQIS,80565
FLST,75914
IPEC,77851
ALTS,11385
BIOP,38624
AUGI,77203
CVN,77859
SCII,75581
SMTG,76773
CTRX,76564
HEMA,10775
DATC,80532
KEN,60513
MTEC,50682
MEDX,76706
GASS,79587
SCO,75643
API,76879
COCN,78817
LSKI,76790
PAGE,77038
ARGNA,79248
DR,76707
TELV,75345
CBEX,20897
SHMN,78839
SNIC,80279
CYTR,10838
EPMN,77097
CSCI,10714
POCI,77263
JMAR,76317
ONC,11119
CPRO,76848
OFIS,81266
CAYN,77091
DWTI,79379
WEXC,13638
SYQT,77183
ISSI,81256
RFMI,80763
IFSC,44928
CDTS,79478
CHM,77376
CBMI,78134
HTEK,43167
APGR,77265
REGN,76614
MCLL,79400
URMD,80372
